pincode,state_name,city,State CODE
505532,TELANGANA,KARIMNAGAR,TL
505535,TELANGANA,KARIMNAGAR,TL
505602,TELANGANA,KARIMNAGAR,TL
505718,TELANGANA,KARIMNAGAR,TL
505743,TELANGANA,KARIMNAGAR,TL
506000,TELANGANA,HANAMKONDA,TL
506001,TELANGANA,HANAMKONDA,TL
506002,TELANGANA,WARANGAL,TL
506003,TELANGANA,HANAMKONDA,TL
506004,TELANGANA,HANAMKONDA,TL
506005,TELANGANA,WARANGAL,TL
506006,TELANGANA,WARANGAL,TL
506007,TELANGANA,WARANGAL,TL
506008,TELANGANA,WARANGAL,TL
506009,TELANGANA,HANAMKONDA,TL
506010,TELANGANA,HANAMKONDA,TL
506011,TELANGANA,HANAMKONDA,TL
506012,TELANGANA,HANAMKONDA,TL
506013,TELANGANA,WARANGAL,TL
506015,TELANGANA,HANAMKONDA,TL
506016,TELANGANA,HANAMKONDA,TL
506023,TELANGANA,HANAMKONDA,TL
506081,TELANGANA,HANAMKONDA,TL
506082,TELANGANA,HANAMKONDA,TL
506100,TELANGANA,HANAMKONDA,TL
506101,TELANGANA,WARANGAL,TL
506102,TELANGANA,WARANGAL,TL
506103,TELANGANA,WARANGAL,TL
506104,TELANGANA,WARANGAL,TL
506105,TELANGANA,WARANGAL,TL
506112,TELANGANA,WARANGAL,TL
506115,TELANGANA,HANAMKONDA,TL
506122,TELANGANA,WARANGAL,TL
506123,TELANGANA,HANAMKONDA,TL
506128,TELANGANA,HANAMKONDA,TL
506130,TELANGANA,HANAMKONDA,TL
506132,TELANGANA,WARANGAL,TL
506133,TELANGANA,HANAMKONDA,TL
506134,TELANGANA,WARANGAL,TL
506135,TELANGANA,WARANGAL,TL
506142,TELANGANA,HANAMKONDA,TL
506143,TELANGANA,HANAMKONDA,TL
506144,TELANGANA,HANAMKONDA,TL
506145,TELANGANA,HANAMKONDA,TL
506146,TELANGANA,HANAMKONDA,TL
506151,TELANGANA,HANAMKONDA,TL
506152,TELANGANA,HANAMKONDA,TL
506161,TELANGANA,HANAMKONDA,TL
506163,TELANGANA,WARANGAL,TL
506164,TELANGANA,HANAMKONDA,TL
506165,TELANGANA,HANAMKONDA,TL
506166,TELANGANA,WARANGAL,TL
506167,TELANGANA,HANAMKONDA,TL
506168,TELANGANA,HANAMKONDA,TL
506169,TELANGANA,HANAMKONDA,TL
506170,TELANGANA,HANAMKONDA,TL
506171,TELANGANA,HANAMKONDA,TL
506172,TELANGANA,HANAMKONDA,TL
506175,TELANGANA,HANAMKONDA,TL
506176,TELANGANA,HANAMKONDA,TL
506196,TELANGANA,HANAMKONDA,TL
506201,TELANGANA,HANAMKONDA,TL
506221,TELANGANA,HANAMKONDA,TL
506222,TELANGANA,WARANGAL,TL
506223,TELANGANA,HANAMKONDA,TL
506224,TELANGANA,HANAMKONDA,TL
506244,TELANGANA,HANAMKONDA,TL
506252,TELANGANA,HANAMKONDA,TL
506301,TELANGANA,HANAMKONDA,TL
506302,TELANGANA,HANAMKONDA,TL
506303,TELANGANA,HANAMKONDA,TL
506310,TELANGANA,WARANGAL,TL
506311,TELANGANA,HANAMKONDA,TL
506313,TELANGANA,WARANGAL,TL
506314,TELANGANA,WARANGAL,TL
506315,TELANGANA,WARANGAL,TL
506316,TELANGANA,WARANGAL,TL
506317,TELANGANA,WARANGAL,TL
506318,TELANGANA,WARANGAL,TL
506319,TELANGANA,HANAMKONDA,TL
506324,TELANGANA,WARANGAL,TL
506325,TELANGANA,HANAMKONDA,TL
506327,TELANGANA,HANAMKONDA,TL
506329,TELANGANA,WARANGAL,TL
506330,TELANGANA,WARANGAL,TL
506331,TELANGANA,WARANGAL,TL
506332,TELANGANA,WARANGAL,TL
506333,TELANGANA,WARANGAL,TL
506334,TELANGANA,HANAMKONDA,TL
506342,TELANGANA,HANAMKONDA,TL
506343,TELANGANA,HANAMKONDA,TL
506344,TELANGANA,HANAMKONDA,TL
506345,TELANGANA,HANAMKONDA,TL
506347,TELANGANA,HANAMKONDA,TL
506348,TELANGANA,HANAMKONDA,TL
506349,TELANGANA,HANAMKONDA,TL
506352,TELANGANA,HANAMKONDA,TL
506353,TELANGANA,HANAMKONDA,TL
506355,TELANGANA,HANAMKONDA,TL
506356,TELANGANA,HANAMKONDA,TL
506360,TELANGANA,HANAMKONDA,TL
506365,TELANGANA,WARANGAL,TL
506366,TELANGANA,HANAMKONDA,TL
506367,TELANGANA,HANAMKONDA,TL
506368,TELANGANA,WARANGAL,TL
506369,TELANGANA,WARANGAL,TL
506370,TELANGANA,HANAMKONDA,TL
506371,TELANGANA,HANAMKONDA,TL
506381,TELANGANA,WARANGAL,TL
506385,TELANGANA,HANAMKONDA,TL
506391,TELANGANA,HANAMKONDA,TL
506401,TELANGANA,HANAMKONDA,TL
506501,TELANGANA,HANAMKONDA,TL
506515,TELANGANA,HANAMKONDA,TL
506562,TELANGANA,HANAMKONDA,TL
506602,TELANGANA,HANAMKONDA,TL
506615,TELANGANA,HANAMKONDA,TL
506622,TELANGANA,HANAMKONDA,TL
506633,TELANGANA,HANAMKONDA,TL
506645,TELANGANA,HANAMKONDA,TL
506656,TELANGANA,HANAMKONDA,TL
506661,TELANGANA,HANAMKONDA,TL
506699,TELANGANA,HANAMKONDA,TL
506730,TELANGANA,HANAMKONDA,TL
506767,TELANGANA,HANAMKONDA,TL
506905,TELANGANA,HANAMKONDA,TL
507001,TELANGANA,KHAMMAM,TL
507002,TELANGANA,KHAMMAM,TL
507003,TELANGANA,KHAMMAM,TL
507004,TELANGANA,KHAMMAM,TL
507007,TELANGANA,KHAMMAM,TL
507026,TELANGANA,KHAMMAM,TL
507030,TELANGANA,KHAMMAM,TL
507101,TELANGANA,KHAMMAM,TL
507103,TELANGANA,KHAMMAM,TL
507111,TELANGANA,KHAMMAM,TL
507112,TELANGANA,KHAMMAM,TL
507113,TELANGANA,KHAMMAM,TL
507114,TELANGANA,KHAMMAM,TL
507115,TELANGANA,KHAMMAM,TL
507116,TELANGANA,KHAMMAM,TL
507117,TELANGANA,KHAMMAM,TL
507118,TELANGANA,KHAMMAM,TL
507119,TELANGANA,KHAMMAM,TL
507120,TELANGANA,KHAMMAM,TL
507121,TELANGANA,KHAMMAM,TL
507122,TELANGANA,KHAMMAM,TL
507123,TELANGANA,KHAMMAM,TL
507124,TELANGANA,KHAMMAM,TL
507125,TELANGANA,KHAMMAM,TL
507126,TELANGANA,KHAMMAM,TL
507128,TELANGANA,KHAMMAM,TL
507129,TELANGANA,KHAMMAM,TL
507130,ANDHRA PRADESH,KHAMMAM,AD
507132,TELANGANA,KHAMMAM,TL
507133,TELANGANA,KHAMMAM,TL
507134,TELANGANA,KHAMMAM,TL
507135,TELANGANA,KHAMMAM,TL
507136,TELANGANA,KHAMMAM,TL
507137,TELANGANA,KHAMMAM,TL
507138,TELANGANA,KHAMMAM,TL
507140,TELANGANA,KHAMMAM,TL
507152,TELANGANA,KHAMMAM,TL
507154,TELANGANA,KHAMMAM,TL
507155,TELANGANA,KHAMMAM,TL
507157,TELANGANA,KHAMMAM,TL
507158,TELANGANA,KHAMMAM,TL
507159,TELANGANA,KHAMMAM,TL
507160,TELANGANA,KHAMMAM,TL
507161,TELANGANA,KHAMMAM,TL
507163,TELANGANA,KHAMMAM,TL
507164,TELANGANA,KHAMMAM,TL
507165,TELANGANA,KHAMMAM,TL
507166,TELANGANA,KHAMMAM,TL
507167,TELANGANA,KHAMMAM,TL
507168,TELANGANA,KHAMMAM,TL
507169,TELANGANA,KHAMMAM,TL
507170,TELANGANA,KHAMMAM,TL
507182,TELANGANA,KHAMMAM,TL
507183,TELANGANA,KHAMMAM,TL
507201,TELANGANA,KHAMMAM,TL
507202,TELANGANA,KHAMMAM,TL
507203,TELANGANA,KHAMMAM,TL
507204,TELANGANA,KHAMMAM,TL
507206,TELANGANA,KHAMMAM,TL
507208,TELANGANA,KHAMMAM,TL
507209,TELANGANA,KHAMMAM,TL
507210,TELANGANA,KHAMMAM,TL
507211,TELANGANA,KHAMMAM,TL
507213,TELANGANA,KHAMMAM,TL
507301,TELANGANA,KHAMMAM,TL
507302,TELANGANA,KHAMMAM,TL
507303,TELANGANA,KHAMMAM,TL
507304,TELANGANA,KHAMMAM,TL
507305,TELANGANA,KHAMMAM,TL
507306,TELANGANA,KHAMMAM,TL
507312,TELANGANA,KHAMMAM,TL
507316,TELANGANA,KHAMMAM,TL
507318,TELANGANA,KHAMMAM,TL
507352,TELANGANA,KHAMMAM,TL
507422,TELANGANA,KHAMMAM,TL
507501,TELANGANA,KHAMMAM,TL
507509,TELANGANA,KHAMMAM,TL
507517,TELANGANA,KHAMMAM,TL
507595,TELANGANA,KHAMMAM,TL
507716,TELANGANA,KHAMMAM,TL
507719,TELANGANA,KHAMMAM,TL
508000,TELANGANA,NALGONDA,TL
508001,TELANGANA,NALGONDA,TL
508002,TELANGANA,NALGONDA,TL
508004,TELANGANA,NALGONDA,TL
508024,TELANGANA,NALGONDA,TL
508083,TELANGANA,NALGONDA,TL
508093,TELANGANA,NALGONDA,TL
508101,TELANGANA,NALGONDA,TL
508102,TELANGANA,NALGONDA,TL
508104,TELANGANA,NALGONDA,TL
508105,TELANGANA,NALGONDA,TL
508111,TELANGANA,NALGONDA,TL
508112,TELANGANA,NALGONDA,TL
508113,TELANGANA,NALGONDA,TL
508114,TELANGANA,NALGONDA,TL
508115,TELANGANA,NALGONDA,TL
508116,TELANGANA,NALGONDA,TL
508117,TELANGANA,NALGONDA,TL
508126,TELANGANA,NALGONDA,TL
508201,TELANGANA,SURYAPET,TL
508202,TELANGANA,NALGONDA,TL
508203,TELANGANA,NALGONDA,TL
508204,TELANGANA,SURYAPET,TL
508205,TELANGANA,SURYAPET,TL
508206,TELANGANA,SURYAPET,TL
508207,TELANGANA,SURYAPET,TL
508208,TELANGANA,SURYAPET,TL
508209,TELANGANA,NALGONDA,TL
508210,TELANGANA,SURYAPET,TL
508211,TELANGANA,SURYAPET,TL
508212,TELANGANA,SURYAPET,TL
508213,TELANGANA,SURYAPET,TL
508214,TELANGANA,SURYAPET,TL
508216,TELANGANA,NALGONDA,TL
508217,TELANGANA,SURYAPET,TL
508218,TELANGANA,SURYAPET,TL
508221,TELANGANA,SURYAPET,TL
508222,TELANGANA,NALGONDA,TL
508223,TELANGANA,SURYAPET,TL
508224,TELANGANA,SURYAPET,TL
508225,TELANGANA,NALGONDA,TL
508233,TELANGANA,SURYAPET,TL
508234,TELANGANA,SURYAPET,TL
508236,TELANGANA,NALGONDA,TL
508237,TELANGANA,NALGONDA,TL
508238,TELANGANA,SURYAPET,TL
508243,TELANGANA,NALGONDA,TL
508244,TELANGANA,NALGONDA,TL
508245,TELANGANA,NALGONDA,TL
508246,TELANGANA,SURYAPET,TL
508247,TELANGANA,SURYAPET,TL
508248,TELANGANA,NALGONDA,TL
508250,TELANGANA,NALGONDA,TL
508252,TELANGANA,NALGONDA,TL
508253,TELANGANA,NALGONDA,TL
508254,TELANGANA,NALGONDA,TL
508255,TELANGANA,NALGONDA,TL
508256,TELANGANA,NALGONDA,TL
508257,TELANGANA,NALGONDA,TL
508258,TELANGANA,NALGONDA,TL
508266,TELANGANA,NALGONDA,TL
508270,TELANGANA,NALGONDA,TL
508277,TELANGANA,NALGONDA,TL
508278,TELANGANA,SURYAPET,TL
508279,TELANGANA,SURYAPET,TL
508280,TELANGANA,SURYAPET,TL
508284,TELANGANA,NALGONDA,TL
508285,TELANGANA,NALGONDA,TL
508286,TELANGANA,NALGONDA,TL
508287,TELANGANA,NALGONDA,TL
508302,TELANGANA,NALGONDA,TL
508324,TELANGANA,NALGONDA,TL
508335,TELANGANA,NALGONDA,TL
508349,TELANGANA,NALGONDA,TL
508355,TELANGANA,SURYAPET,TL
508373,TELANGANA,NALGONDA,TL
508374,TELANGANA,SURYAPET,TL
508376,TELANGANA,SURYAPET,TL
508377,TELANGANA,NALGONDA,TL
508388,TELANGANA,NALGONDA,TL
508406,TELANGANA,NALGONDA,TL
508407,TELANGANA,NALGONDA,TL
508408,TELANGANA,NALGONDA,TL
508428,TELANGANA,NALGONDA,TL
508472,TELANGANA,NALGONDA,TL
508509,TELANGANA,NALGONDA,TL
508512,TELANGANA,NALGONDA,TL
508518,TELANGANA,NALGONDA,TL
508737,TELANGANA,NALGONDA,TL
508801,TELANGANA,NALGONDA,TL
508962,TELANGANA,NALGONDA,TL
509001,TELANGANA,MAHABUBNAGAR,TL
509002,TELANGANA,MAHABUBNAGAR,TL
509050,TELANGANA,MAHABUBNAGAR,TL
509102,TELANGANA,WANAPARTHY,TL
509103,TELANGANA,WANAPARTHY,TL
509104,TELANGANA,WANAPARTHY,TL
509105,TELANGANA,WANAPARTHY,TL
509106,TELANGANA,WANAPARTHY,TL
509108,TELANGANA,MAHABUBNAGAR,TL
509109,TELANGANA,MAHABUBNAGAR,TL
509110,TELANGANA,WANAPARTHY,TL
509120,TELANGANA,WANAPARTHY,TL
509125,TELANGANA,MAHABUBNAGAR,TL
509126,TELANGANA,MAHABUBNAGAR,TL
509127,TELANGANA,MAHABUBNAGAR,TL
509128,TELANGANA,MAHABUBNAGAR,TL
509129,TELANGANA,MAHABUBNAGAR,TL
509130,TELANGANA,MAHABUBNAGAR,TL
509131,TELANGANA,MAHABUBNAGAR,TL
509132,TELANGANA,MAHABUBNAGAR,TL
509133,TELANGANA,HYDERABAD,TL
509135,TELANGANA,MAHABUBNAGAR,TL
509136,TELANGANA,MAHABUBNAGAR,TL
509144,TELANGANA,MAHABUBNAGAR,TL
509152,TELANGANA,MAHABUBNAGAR,TL
509153,TELANGANA,MAHABUBNAGAR,TL
509154,TELANGANA,MAHABUBNAGAR,TL
509201,TELANGANA,WANAPARTHY,TL
509202,TELANGANA,WANAPARTHY,TL
509203,TELANGANA,WANAPARTHY,TL
509204,TELANGANA,MAHABUBNAGAR,TL
509205,TELANGANA,MAHABUBNAGAR,TL
509206,TELANGANA,WANAPARTHY,TL
509207,TELANGANA,WANAPARTHY,TL
509208,TELANGANA,MAHABUBNAGAR,TL
509209,TELANGANA,WANAPARTHY,TL
509210,TELANGANA,MAHABUBNAGAR,TL
509211,TELANGANA,MAHABUBNAGAR,TL
509215,TELANGANA,WANAPARTHY,TL
509216,TELANGANA,WANAPARTHY,TL
509217,TELANGANA,WANAPARTHY,TL
509218,TELANGANA,MAHABUBNAGAR,TL
509219,TELANGANA,MAHABUBNAGAR,TL
509220,TELANGANA,MAHABUBNAGAR,TL
509223,TELANGANA,MAHABUBNAGAR,TL
509228,TELANGANA,WANAPARTHY,TL
509231,TELANGANA,MAHABUBNAGAR,TL
509235,TELANGANA,WANAPARTHY,TL
509301,TELANGANA,WANAPARTHY,TL
509302,TELANGANA,WANAPARTHY,TL
509306,TELANGANA,MAHABUBNAGAR,TL
509307,TELANGANA,MAHABUBNAGAR,TL
509308,TELANGANA,MAHABUBNAGAR,TL
509309,TELANGANA,MAHABUBNAGAR,TL
509311,TELANGANA,MAHABUBNAGAR,TL
509320,TELANGANA,WANAPARTHY,TL
509321,TELANGANA,WANAPARTHY,TL
509324,TELANGANA,WANAPARTHY,TL
509325,TELANGANA,WANAPARTHY,TL
509326,TELANGANA,WANAPARTHY,TL
509327,TELANGANA,WANAPARTHY,TL
509328,TELANGANA,MAHABUBNAGAR,TL
509329,TELANGANA,MAHABUBNAGAR,TL
509331,TELANGANA,MAHABUBNAGAR,TL
509332,TELANGANA,MAHABUBNAGAR,TL
509334,TELANGANA,MAHABUBNAGAR,TL
509335,TELANGANA,MAHABUBNAGAR,TL
509336,TELANGANA,MAHABUBNAGAR,TL
509337,TELANGANA,MAHABUBNAGAR,TL
509338,TELANGANA,MAHABUBNAGAR,TL
509339,TELANGANA,MAHABUBNAGAR,TL
509340,TELANGANA,MAHABUBNAGAR,TL
509349,TELANGANA,WANAPARTHY,TL
509350,TELANGANA,MAHABUBNAGAR,TL
509351,TELANGANA,MAHABUBNAGAR,TL
509352,TELANGANA,MAHABUBNAGAR,TL
509353,TELANGANA,MAHABUBNAGAR,TL
509357,TELANGANA,WANAPARTHY,TL
509358,TELANGANA,WANAPARTHY,TL
509359,TELANGANA,MAHABUBNAGAR,TL
509360,TELANGANA,WANAPARTHY,TL
509362,TELANGANA,MAHABUBNAGAR,TL
509371,TELANGANA,MAHABUBNAGAR,TL
509373,TELANGANA,MAHABUBNAGAR,TL
509375,TELANGANA,WANAPARTHY,TL
509376,TELANGANA,WANAPARTHY,TL
509380,TELANGANA,MAHABUBNAGAR,TL
509381,TELANGANA,WANAPARTHY,TL
509382,TELANGANA,MAHABUBNAGAR,TL
509385,TELANGANA,WANAPARTHY,TL
509390,TELANGANA,MAHABUBNAGAR,TL
509401,TELANGANA,WANAPARTHY,TL
509406,TELANGANA,WANAPARTHY,TL
509407,TELANGANA,MAHABUBNAGAR,TL
509408,TELANGANA,WANAPARTHY,TL
509409,TELANGANA,MAHABUBNAGAR,TL
509410,TELANGANA,WANAPARTHY,TL
509411,TELANGANA,MAHABUBNAGAR,TL
509412,TELANGANA,WANAPARTHY,TL
509416,TELANGANA,MAHABUBNAGAR,TL
509509,TELANGANA,MAHABUBNAGAR,TL
509510,TELANGANA,MAHABUBNAGAR,TL
509612,TELANGANA,MAHABUBNAGAR,TL
509881,TELANGANA,MAHABUBNAGAR,TL
510348,TELANGANA,HYDERABAD,TL
510405,TELANGANA,HYDERABAD,TL
515000,ANDHRA PRADESH,ANANTAPUR,AD
515001,ANDHRA PRADESH,ANANTAPUR,AD
515002,ANDHRA PRADESH,ANANTAPUR,AD
515003,ANDHRA PRADESH,ANANTAPUR,AD
515004,ANDHRA PRADESH,ANANTAPUR,AD
515005,ANDHRA PRADESH,ANANTAPUR,AD
515007,ANDHRA PRADESH,ANANTAPUR,AD
515032,ANDHRA PRADESH,ANANTAPUR,AD
515081,ANDHRA PRADESH,ANANTAPUR,AD
515100,ANDHRA PRADESH,ANANTAPUR,AD
515101,ANDHRA PRADESH,HINDUPUR,AD
515102,KARNATAKA,ANANTAPUR,KA
515110,ANDHRA PRADESH,HINDUPUR,AD
515120,ANDHRA PRADESH,ANANTAPUR,AD
515122,ANDHRA PRADESH,HINDUPUR,AD
515123,ANDHRA PRADESH,HINDUPUR,AD
515124,ANDHRA PRADESH,HINDUPUR,AD
515127,ANDHRA PRADESH,ANANTAPUR,AD
515133,ANDHRA PRADESH,HINDUPUR,AD
515134,ANDHRA PRADESH,HINDUPUR,AD
515144,ANDHRA PRADESH,HINDUPUR,AD
515151,ANDHRA PRADESH,ANANTAPUR,AD
515154,ANDHRA PRADESH,HINDUPUR,AD
515159,ANDHRA PRADESH,HINDUPUR,AD
515161,ANDHRA PRADESH,ANANTAPUR,AD
515164,ANDHRA PRADESH,HINDUPUR,AD
515167,ANDHRA PRADESH,ANANTAPUR,AD
515182,ANDHRA PRADESH,ANANTAPUR,AD
515184,ANDHRA PRADESH,ANANTAPUR,AD
515201,ANDHRA PRADESH,HINDUPUR,AD
515202,ANDHRA PRADESH,HINDUPUR,AD
515204,ANDHRA PRADESH,ANANTAPUR,AD
515211,ANDHRA PRADESH,HINDUPUR,AD
515212,ANDHRA PRADESH,HINDUPUR,AD
515213,ANDHRA PRADESH,ANANTAPUR,AD
515221,ANDHRA PRADESH,ANANTAPUR,AD
515231,ANDHRA PRADESH,HINDUPUR,AD
515233,ANDHRA PRADESH,ANANTAPUR,AD
515241,ANDHRA PRADESH,HINDUPUR,AD
515261,ANDHRA PRADESH,HINDUPUR,AD
515271,ANDHRA PRADESH,HINDUPUR,AD
515281,ANDHRA PRADESH,HINDUPUR,AD
515286,ANDHRA PRADESH,HINDUPUR,AD
515291,ANDHRA PRADESH,HINDUPUR,AD
515301,ANDHRA PRADESH,HINDUPUR,AD
515302,ANDHRA PRADESH,ANANTAPUR,AD
515303,ANDHRA PRADESH,HINDUPUR,AD
515305,ANDHRA PRADESH,HINDUPUR,AD
515311,ANDHRA PRADESH,HINDUPUR,AD
515321,ANDHRA PRADESH,HINDUPUR,AD
515331,ANDHRA PRADESH,HINDUPUR,AD
515341,ANDHRA PRADESH,HINDUPUR,AD
515401,ANDHRA PRADESH,ANANTAPUR,AD
515402,ANDHRA PRADESH,ANANTAPUR,AD
515404,ANDHRA PRADESH,ANANTAPUR,AD
515405,ANDHRA PRADESH,ANANTAPUR,AD
515407,ANDHRA PRADESH,ANANTAPUR,AD
515408,ANDHRA PRADESH,ANANTAPUR,AD
515411,ANDHRA PRADESH,ANANTAPUR,AD
515412,ANDHRA PRADESH,ANANTAPUR,AD
515413,ANDHRA PRADESH,ANANTAPUR,AD
515414,ANDHRA PRADESH,ANANTAPUR,AD
515415,ANDHRA PRADESH,ANANTAPUR,AD
515416,ANDHRA PRADESH,ANANTAPUR,AD
515425,ANDHRA PRADESH,ANANTAPUR,AD
515426,ANDHRA PRADESH,ANANTAPUR,AD
515435,ANDHRA PRADESH,ANANTAPUR,AD
515445,ANDHRA PRADESH,ANANTAPUR,AD
515455,ANDHRA PRADESH,ANANTAPUR,AD
515465,ANDHRA PRADESH,ANANTAPUR,AD
515474,ANDHRA PRADESH,ANANTAPUR,AD
515500,ANDHRA PRADESH,ANANTAPUR,AD
515501,ANDHRA PRADESH,HINDUPUR,AD
515502,ANDHRA PRADESH,ANANTAPUR,AD
515511,ANDHRA PRADESH,HINDUPUR,AD
515521,ANDHRA PRADESH,HINDUPUR,AD
515531,ANDHRA PRADESH,HINDUPUR,AD
515541,ANDHRA PRADESH,HINDUPUR,AD
515551,ANDHRA PRADESH,HINDUPUR,AD
515556,ANDHRA PRADESH,HINDUPUR,AD
515561,ANDHRA PRADESH,HINDUPUR,AD
515571,ANDHRA PRADESH,HINDUPUR,AD
515581,ANDHRA PRADESH,HINDUPUR,AD
515591,ANDHRA PRADESH,HINDUPUR,AD
515601,ANDHRA PRADESH,HINDUPUR,AD
515611,ANDHRA PRADESH,ANANTAPUR,AD
515621,ANDHRA PRADESH,HINDUPUR,AD
515631,ANDHRA PRADESH,HINDUPUR,AD
515641,ANDHRA PRADESH,HINDUPUR,AD
515651,ANDHRA PRADESH,HINDUPUR,AD
515661,ANDHRA PRADESH,HINDUPUR,AD
515671,ANDHRA PRADESH,HINDUPUR,AD
515672,ANDHRA PRADESH,HINDUPUR,AD
515701,ANDHRA PRADESH,ANANTAPUR,AD
515711,ANDHRA PRADESH,ANANTAPUR,AD
515721,ANDHRA PRADESH,ANANTAPUR,AD
515722,ANDHRA PRADESH,ANANTAPUR,AD
515731,ANDHRA PRADESH,ANANTAPUR,AD
515734,ANDHRA PRADESH,ANANTAPUR,AD
515741,ANDHRA PRADESH,ANANTAPUR,AD
515751,ANDHRA PRADESH,ANANTAPUR,AD
515761,ANDHRA PRADESH,ANANTAPUR,AD
515762,ANDHRA PRADESH,ANANTAPUR,AD
515763,ANDHRA PRADESH,ANANTAPUR,AD
515765,ANDHRA PRADESH,ANANTAPUR,AD
515766,ANDHRA PRADESH,ANANTAPUR,AD
515767,ANDHRA PRADESH,ANANTAPUR,AD
515774,ANDHRA PRADESH,ANANTAPUR,AD
515775,ANDHRA PRADESH,ANANTAPUR,AD
515787,ANDHRA PRADESH,ANANTAPUR,AD
515801,ANDHRA PRADESH,ANANTAPUR,AD
515803,ANDHRA PRADESH,ANANTAPUR,AD
515804,ANDHRA PRADESH,ANANTAPUR,AD
515812,ANDHRA PRADESH,ANANTAPUR,AD
515813,ANDHRA PRADESH,ANANTAPUR,AD
515822,ANDHRA PRADESH,ANANTAPUR,AD
515832,ANDHRA PRADESH,ANANTAPUR,AD
515842,ANDHRA PRADESH,ANANTAPUR,AD
515863,ANDHRA PRADESH,ANANTAPUR,AD
515865,ANDHRA PRADESH,ANANTAPUR,AD
515866,ANDHRA PRADESH,ANANTAPUR,AD
515867,ANDHRA PRADESH,ANANTAPUR,AD
515870,ANDHRA PRADESH,ANANTAPUR,AD
515871,ANDHRA PRADESH,ANANTAPUR,AD
515872,ANDHRA PRADESH,ANANTAPUR,AD
516001,ANDHRA PRADESH,CUDDAPAH,AD
516002,ANDHRA PRADESH,CUDDAPAH,AD
516003,ANDHRA PRADESH,CUDDAPAH,AD
516004,ANDHRA PRADESH,CUDDAPAH,AD
516005,ANDHRA PRADESH,CUDDAPAH,AD
516006,ANDHRA PRADESH,CUDDAPAH,AD
516007,ANDHRA PRADESH,CUDDAPAH,AD
516008,ANDHRA PRADESH,CUDDAPAH,AD
516016,ANDHRA PRADESH,CUDDAPAH,AD
516064,ANDHRA PRADESH,CUDDAPAH,AD
516100,ANDHRA PRADESH,CUDDAPAH,AD
516101,ANDHRA PRADESH,CUDDAPAH,AD
516104,ANDHRA PRADESH,CUDDAPAH,AD
516105,ANDHRA PRADESH,CUDDAPAH,AD
516107,ANDHRA PRADESH,CUDDAPAH,AD
516108,ANDHRA PRADESH,CUDDAPAH,AD
516110,ANDHRA PRADESH,CUDDAPAH,AD
516115,ANDHRA PRADESH,CUDDAPAH,AD
516117,ANDHRA PRADESH,CUDDAPAH,AD
516123,ANDHRA PRADESH,CUDDAPAH,AD
516126,ANDHRA PRADESH,CUDDAPAH,AD
516127,ANDHRA PRADESH,CUDDAPAH,AD
516128,ANDHRA PRADESH,CUDDAPAH,AD
516129,ANDHRA PRADESH,CUDDAPAH,AD
516130,ANDHRA PRADESH,CUDDAPAH,AD
516140,ANDHRA PRADESH,CUDDAPAH,AD
516143,ANDHRA PRADESH,CUDDAPAH,AD
516150,ANDHRA PRADESH,CUDDAPAH,AD
516151,ANDHRA PRADESH,CUDDAPAH,AD
516152,ANDHRA PRADESH,CUDDAPAH,AD
516162,ANDHRA PRADESH,CUDDAPAH,AD
516163,ANDHRA PRADESH,CUDDAPAH,AD
516170,ANDHRA PRADESH,CUDDAPAH,AD
516172,ANDHRA PRADESH,PRODDATUR,AD
516173,ANDHRA PRADESH,PRODDATUR,AD
516175,ANDHRA PRADESH,PRODDATUR,AD
516192,ANDHRA PRADESH,CUDDAPAH,AD
516193,ANDHRA PRADESH,CUDDAPAH,AD
516203,ANDHRA PRADESH,CUDDAPAH,AD
516211,ANDHRA PRADESH,CUDDAPAH,AD
516213,ANDHRA PRADESH,CUDDAPAH,AD
516214,ANDHRA PRADESH,CUDDAPAH,AD
516215,ANDHRA PRADESH,CUDDAPAH,AD
516216,ANDHRA PRADESH,PRODDATUR,AD
516217,ANDHRA PRADESH,CUDDAPAH,AD
516218,ANDHRA PRADESH,PRODDATUR,AD
516219,ANDHRA PRADESH,CUDDAPAH,AD
516227,ANDHRA PRADESH,CUDDAPAH,AD
516228,ANDHRA PRADESH,CUDDAPAH,AD
516233,ANDHRA PRADESH,CUDDAPAH,AD
516237,ANDHRA PRADESH,CUDDAPAH,AD
516239,ANDHRA PRADESH,CUDDAPAH,AD
516247,ANDHRA PRADESH,CUDDAPAH,AD
516257,ANDHRA PRADESH,CUDDAPAH,AD
516259,ANDHRA PRADESH,CUDDAPAH,AD
516261,ANDHRA PRADESH,CUDDAPAH,AD
516267,ANDHRA PRADESH,CUDDAPAH,AD
516268,ANDHRA PRADESH,CUDDAPAH,AD
516269,ANDHRA PRADESH,CUDDAPAH,AD
516270,ANDHRA PRADESH,CUDDAPAH,AD
516289,ANDHRA PRADESH,PRODDATUR,AD
516293,ANDHRA PRADESH,PRODDATUR,AD
516299,ANDHRA PRADESH,CUDDAPAH,AD
516300,ANDHRA PRADESH,CUDDAPAH,AD
516301,ANDHRA PRADESH,CUDDAPAH,AD
516309,ANDHRA PRADESH,PRODDATUR,AD
516310,ANDHRA PRADESH,PRODDATUR,AD
516311,ANDHRA PRADESH,PRODDATUR,AD
516312,ANDHRA PRADESH,PRODDATUR,AD
516319,ANDHRA PRADESH,CUDDAPAH,AD
516321,ANDHRA PRADESH,PRODDATUR,AD
